"","X","AllScores","AllAiScores","filename","kaiscore","AiRanges","aiRange","kaiscore_numeric","mean_score","sd_score","max_score","mean_kaiscore","max_kaiscore","min_kaiscore","true_range"
"51",50,53048.7017823748,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"52",51,57551.8691542823,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"53",52,55679.7287666294,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"54",53,58779.7742341753,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"55",54,55180.5213185417,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"56",55,54509.5195664224,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"57",56,57336.4361128353,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"58",57,47364.9156522054,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"59",58,52899.2226364835,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"60",59,57652.9452626781,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"61",60,41146.2896099575,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"62",61,49448.0354291781,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"63",62,55116.2378660806,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"64",63,54969.9382004495,60,"results/rawdata/Car_ai107.csv","107","60",60,107,53941.6092521334,3847.47311879504,58779.7742341753,107,137,77,60
"65",64,50817.1012599142,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"66",65,55089.7586218253,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"67",66,58843.6189286881,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"68",67,52948.832633716,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"69",68,52287.0880777479,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"70",69,53595.3340464368,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"71",70,52238.2859140322,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"72",71,52675.4115226428,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"73",72,47424.8074138239,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"74",73,54943.9258796602,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"75",74,49301.382615598,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"76",75,53196.4165685385,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"77",76,54187.0271530256,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"78",77,56760.356616208,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"79",78,57603.2267813085,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"80",79,50394.5985459442,80,"results/rawdata/Car_ai107.csv","107","80",80,107,54062.7562231527,2853.21761191472,58843.6189286881,107,147,67,80
"81",0,52204.3440684704,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"82",1,57381.3191288006,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"83",2,53285.2324189064,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"84",3,54637.9259994168,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"85",4,56479.1989967367,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"86",5,55261.4196616029,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"87",6,48360.0472341088,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"88",7,55687.6637434568,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"89",8,55870.5236342093,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"90",9,51446.3362922764,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"91",10,57112.8838302578,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"92",11,57816.6204740744,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"93",12,55555.7658540746,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"94",13,54972.3699198949,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"95",14,49212.1429715631,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"96",15,54160.0295711195,0,"results/rawdata/Car_ai120.csv","120","0",0,120,53832.6676995982,3407.35556040321,58157.1729975249,120,120,120,0
"97",16,50372.8860532057,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"98",17,50173.4097974965,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"99",18,55893.7470374071,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"100",19,55539.1208690279,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"101",20,59064.6267671952,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"102",21,56221.0599406596,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"103",22,51990.7404128401,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"104",23,55081.0658214412,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"105",24,55486.3970874603,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"106",25,54912.4439756227,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"107",26,56819.1747588719,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"108",27,57524.1761836741,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"109",28,55960.1777452454,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"110",29,49668.1683649286,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"111",30,55225.5934951219,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"112",31,54141.1090021522,20,"results/rawdata/Car_ai120.csv","120","20",20,120,54950.2569814258,2857.06011884905,59064.6267671952,120,130,110,20
"113",32,50179.3199881528,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"114",33,55752.2980824275,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"115",34,54315.0133181501,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"116",35,52888.2401873526,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"117",36,50081.1993487251,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"118",37,47174.6967916978,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"119",38,56330.9508723222,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"120",39,59077.3893773936,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"121",40,58379.5468137851,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"122",41,45969.5093519499,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"123",42,58306.2016302972,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"124",43,58717.0353755584,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"125",44,55184.5950036643,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"126",45,46722.3479313013,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"127",46,47894.9721728552,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"128",47,56372.8994423855,40,"results/rawdata/Car_ai120.csv","120","40",40,120,53406.8204878046,3967.2291517768,59077.3893773936,120,140,100,40
"129",48,57806.5253332606,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"130",49,53043.1624384722,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"131",50,50213.6267699582,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"132",51,53670.5540859162,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"133",52,53488.9173890679,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"134",53,54785.2968888435,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"135",54,56286.8205338001,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"136",55,54634.3886949302,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"137",56,50542.1313431657,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"138",57,54485.2879992226,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"139",58,54709.0144156751,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"140",59,48856.6208868401,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"141",60,57596.8571309496,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"142",61,55521.2571476799,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"143",62,57405.8158283864,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"144",63,58402.7130641459,60,"results/rawdata/Car_ai120.csv","120","60",60,120,55289.6145655043,2522.03857080049,58808.7272616241,120,150,90,60
"145",64,58803.5363573067,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"146",65,52369.9975845695,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"147",66,54816.4164834256,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"148",67,57565.4380305331,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"149",68,55702.6693413032,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"150",69,53497.0860897607,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"151",70,56299.0337947201,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"152",71,50524.8672670102,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"153",72,57557.8703142136,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"154",73,51972.6901669912,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"155",74,54431.4622911933,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"156",75,56185.6255235897,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"157",76,54166.3084065645,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"158",77,53519.5221070535,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"159",78,50166.2915989085,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"160",79,55212.2491211817,80,"results/rawdata/Car_ai120.csv","120","80",80,120,53820.6394493175,3006.88178999697,58803.5363573067,115,150,80,70
"161",0,58768.2713451849,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"162",1,46213.7801742399,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"163",2,50162.7533888415,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"164",3,51402.319302379,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"165",4,51345.4387320894,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"166",5,50270.5148816697,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"167",6,50850.8697608279,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"168",7,56926.8400829194,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"169",8,52140.8841235163,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"170",9,58625.4161444866,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"171",10,58301.8205874744,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"172",11,55164.64949019,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"173",12,50473.5861295938,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"174",13,52417.8765632642,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"175",14,47761.6672210251,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"176",15,48742.8258026362,0,"results/rawdata/Car_ai132.csv","132","0",0,132,52325.3515330441,3993.24444387619,58936.998085357,132,132,132,0
"177",16,49561.9482827965,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"178",17,57051.0433950503,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"179",18,57538.7150671127,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"180",19,52029.5019009073,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"181",20,50429.3195103236,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"182",21,48018.981311959,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"183",22,52287.0299743717,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"184",23,48945.3324613425,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"185",24,58111.6115842281,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"186",25,56346.2133507846,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"187",26,55678.7176691982,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"188",27,53171.6794400778,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
"189",28,52233.2469507028,20,"results/rawdata/Car_ai132.csv","132","20",20,132,53760.2849739649,3704.79899853986,59107.4230526619,132,142,122,20
